gene_dmel,symbol_dmel,description_dmel,genetype_dmel,highest_tissue_Female,highest_tissue_Larva,highest_tissue_Male,top_log2_enrich_Female,top_log2_enrich_Larva,top_log2_enrich_Male,tau_Female,tau_Larva,tau_Male
FBgn0020660,eIF4B,eukaryotic translation initiation factor 4B,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.2518554149047418,0.9740461700107649,1.2230236195625765,0.3758430755395683,0.4417938420348059,0.43245269918416945
FBgn0020762,Atet,ABC transporter expressed in trachea,PROTEIN_CODING,Eye,Midgut,Eye,2.0176616709865383,2.4168276845159062,1.7624662905228046,0.5811176205497972,0.9331852004960728,0.694325634445395
FBgn0020764,Alas,Aminolevulinate synthase,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,2.738477539253045,0.8042754872982028,1.7121545012464627,0.7909672721698474,0.3105089355089355,0.854191349171707
FBgn0020765,Acp65Aa,Adult cuticle protein 65Aa,PROTEIN_CODING,Ganglion,Hindgut,Eye,3.8328732461108506,-5.321892929646293,0.7956403475761982,0.8541666666666666,0.75,0.767080745341615
FBgn0020767,Spred,Sprouty-related protein with EVH-1 domain,PROTEIN_CODING,Brain,Midgut,Brain,2.883007810156416,0.8118422163430583,2.815188828531778,0.746164221885011,0.3935226264418811,0.7678291496162382
FBgn0020880,CG7179,NA,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,8.16150389933461,4.206594157184121,5.548422506085905,0.9602735739231665,0.9666446499339498,0.8940781440781441
FBgn0020887,Su(z)12,Su(z)12,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.23938310190291934,1.0379291523270369,0.924523938762572,0.5919421487603306,0.32784431137724546,0.27658019729630984
FBgn0020906,Jon25Bi,Jonah 25Bi,PROTEIN_CODING,Midgut,Midgut,Midgut,5.015760023204852,-1.541972250506412,6.442206687059136,0.997076706441583,0.9128351381087498,0.9982584024302958
FBgn0020907,Scp2,Sarcoplasmic calcium-binding protein 2,PROTEIN_CODING,Tubule,Tubule,Tubule,5.757333371676881,4.384875286879129,4.069565544685681,0.8820247477351403,0.9990106134196798,0.8748176581120506
FBgn0020908,Scp1,Sarcoplasmic calcium-binding protein 1,PROTEIN_CODING,Ganglion,Hindgut,Ganglion,0.21866518202326124,-0.35230107885996115,-1.7354847180948247,0.9482929484674223,0.5372340425531914,0.852247533739045
FBgn0020909,Rtc1,Rtc1,PROTEIN_CODING,Ovary,Fat Body,Ganglion,0.5858163763302212,0.7293922745448157,1.0026493127261202,0.6332100591715976,0.5710526315789474,0.30380078636959373
FBgn0020910,RpL3,Ribosomal protein L3,PROTEIN_CODING,Eye,Fat Body,Salivary Gland,0.6045658605654401,1.710123316329569,1.3043315480958226,0.38037123092049824,0.6098070235448378,0.44672734872433756
FBgn0020912,Ptx1,Ptx1,PROTEIN_CODING,Tubule,Tubule,Tubule,4.474211860798726,3.7747139312690745,3.8245026131995967,0.9115114235500879,0.9557406663990365,0.8863272921108741
FBgn0020930,Dgkepsilon,Diacyl glycerol kinase epsilon,PROTEIN_CODING,Eye,Salivary Gland,Eye,2.412537431598423,1.5556230315931447,2.234953828180321,0.7116935483870968,0.5194696607740086,0.7516662412433704
FBgn0021738,Crg-1,Circadianly Regulated Gene,PROTEIN_CODING,Eye,Salivary Gland,Eye,6.014934559495852,14.872722969303823,5.176369727268231,0.9948453608247423,1,0.993628138141965
FBgn0021742,C901,C901,PROTEIN_CODING,Brain,Salivary Gland,Brain,1.3784938672529248,1.9999459006265656,3.247862973606662,0.7980769230769231,0.9375,0.849624060150376
FBgn0021750,SerRS-m,"Seryl-tRNA synthetase, mitochondrial",PROTEIN_CODING,Ganglion,Fat Body,Ganglion,0.6261850784993177,1.0018529874010884,1.251224876198723,0.2975352112676056,0.387997432605905,0.281474233529028
FBgn0021760,chb,chromosome bows,PROTEIN_CODING,Hindgut,Fat Body,Ganglion,0.7891676480319342,1.4129142096227962,-0.7999119037643392,0.38756983240223464,0.3445017182130584,0.17520215633423172
FBgn0021761,Nup154,Nucleoporin 154kD,PROTEIN_CODING,Ovary,Midgut,Ganglion,0.5150581647310272,0.9394951377454956,0.626416734683293,0.774,0.4450651769087523,0.1695988740323715
FBgn0021764,sdk,sidekick,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.38747643789706326,1.1005266775262292,1.0547923119307197,0.7023485364193329,0.46183894230769235,0.6138716356107661
FBgn0021765,scu,scully,PROTEIN_CODING,Tubule,Fat Body,Fat Body,1.3918300846630602,2.203012848500492,2.0138443765139837,0.49301801801801803,0.7581129875081298,0.7049161072309513
FBgn0021767,org-1,optomotor-blind-related-gene-1,PROTEIN_CODING,Midgut,Midgut,Midgut,2.151998952385345,1.8605914410836342,1.156503657029843,0.925,0.9528985507246377,0.9619492656875835
FBgn0021768,nudC,nudC,PROTEIN_CODING,Ovary,Midgut,Tubule,0.6010821420695356,0.6655809312759433,-0.5292199057417448,0.7334943639291466,0.488867461430575,0.4348188254893794
FBgn0021776,mira,miranda,PROTEIN_CODING,Midgut,Tubule,Midgut,2.7825319096459906,-1.3959271070858013,3.4527450834157123,0.8953362255965293,0.5570175438596491,0.9214949137549757
FBgn0021795,Tapdelta,Translocon-associated protein delta,PROTEIN_CODING,Salivary Gland,Fat Body,Salivary Gland,0.5167635309893648,2.55797528112238,0.7367577999549426,0.397424992267244,0.8120676955139146,0.5347150418987947
FBgn0021796,mTor,mechanistic Target of rapamycin,PROTEIN_CODING,Hindgut,Fat Body,Hindgut,0.6314261211999695,1.715863014712835,0.9762684959562185,0.48404920767306087,0.5471226021684737,0.3521951219512195
FBgn0021800,Reph,Regulator of eph expression,PROTEIN_CODING,Brain,Midgut,Brain,2.0265846298532617,0.5975623229123609,2.395408481992246,0.7203300561797753,0.6130434782608696,0.7411937377690803
FBgn0021814,Vps28,Vacuolar protein sorting 28,PROTEIN_CODING,Eye,Midgut,Eye,0.9806172877349262,0.6871024240819166,-0.07250411847766083,0.38600841599038177,0.3561434544869733,0.32731042654028436
FBgn0021825,DCTN2-p50,"Dynactin 2, p50 subunit",PROTEIN_CODING,Hindgut,Salivary Gland,Hindgut,1.6113229840129772,1.08914713654518,1.3347282303288137,0.45377785515320335,0.3685636856368564,0.3579645498297922
FBgn0021847,Ttc7,Tetratricopeptide repeat domain 7,PROTEIN_CODING,Brain,Tubule,Eye,1.2691690960828532,0.6836313253428448,1.5556418143973134,0.4256836397925507,0.14062500000000008,0.461007591442374
FBgn0021856,l(2)k14505,lethal (2) k14505,PROTEIN_CODING,Hindgut,Fat Body,Ganglion,0.7389748686874323,0.6546068699721714,1.1353750464002386,0.2957332985386221,0.25032278889606197,0.37127390326209225
FBgn0021872,Xbp1,X box binding protein-1,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.924381014154783,1.1701293074695407,1.7503653517520992,0.4342925734239571,0.3330383063088579,0.5948094069845494
FBgn0021874,Nle,Notchless,PROTEIN_CODING,Ovary,Fat Body,Hindgut,0.3587228480385604,0.9711770094955507,1.1030114144655598,0.35267393561786087,0.507286995515695,0.3316560927586962
FBgn0021875,Zfrp8,Zinc finger protein RP-8,PROTEIN_CODING,Hindgut,Fat Body,Salivary Gland,0.549141900695607,0.37970430650825465,0.9814637455755414,0.2509310986964618,0.29958677685950413,0.28786945812807874
FBgn0021895,ytr,yantar,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.5103444174385678,0.8165686029183247,0.7920201314976627,0.4343321917808219,0.6364418444597384,0.24268673672252203
FBgn0021906,RFeSP,Rieske iron-sulfur protein,PROTEIN_CODING,Hindgut,Tubule,Ganglion,2.265871908922815,1.3858758338174004,0.7781504634713327,0.5337161781285231,0.30612207998842855,0.4264468297001217
FBgn0021944,Coprox,Coproporphyrinogen oxidase,PROTEIN_CODING,Midgut,Salivary Gland,Midgut,1.745260206115767,1.4032627716514205,1.144771398782259,0.7628378378378379,0.4318936877076412,0.6204491846990052
FBgn0021967,ND-PDSW,NADH dehydrogenase (ubiquinone) PDSW subunit,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.896803965013501,1.3190593254454162,0.8471774201842107,0.6043411532558649,0.331687898089172,0.3919327200577201
FBgn0021979,l(2)k09913,lethal (2) k09913,PROTEIN_CODING,Eye,Fat Body,Eye,2.2980038032114525,1.391528320750357,2.2231440968748752,0.5953701369632804,0.6825880114176974,0.6341950751233452
FBgn0021995,Rs1,Rs1,PROTEIN_CODING,Ovary,Fat Body,Salivary Gland,0.520419239254556,1.0876398408691654,0.8183050134410319,0.6045095457537853,0.556237721021611,0.2735619767755874
FBgn0022023,eIF3h,eukaryotic translation initiation factor 3 subunit h,PROTEIN_CODING,Tubule,Salivary Gland,Salivary Gland,0.6067528922523584,1.2780806889419483,0.8913456698683657,0.20767466157899514,0.4271481777068369,0.30389030612244905
FBgn0022027,Vps25,Vacuolar protein sorting 25,PROTEIN_CODING,Midgut,Salivary Gland,Eye,0.7848383379015426,0.5671254178630801,0.5010291414666203,0.48389798957557706,0.18184224457384862,0.3799737647573241
FBgn0022029,l(2)k01209,lethal (2) k01209,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.8699516815827755,2.3810809578080607,2.862730079780849,0.7100148551621689,0.7669857104340793,0.7689712248535778
FBgn0022069,Nnp-1,Nnp-1,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.526937424166993,0.9219074785081843,0.8130508362020337,0.7252051983584131,0.5346153846153846,0.3837878408806605
FBgn0022097,Vha36-1,Vacuolar H[+] ATPase 36kD subunit 1,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,3.7854528420281826,2.6991833536195053,3.373498758017072,0.7818486422005473,0.7141917167261695,0.6774827987055829
FBgn0022153,l(2)k05819,lethal (2) k05819,PROTEIN_CODING,Ovary,Midgut,Midgut,0.17607721248578873,0.735483172224935,0.9118396954474928,0.4021276595744681,0.24286815728604477,0.34090019569471613
FBgn0022160,Gpo1,Glycerophosphate oxidase 1,PROTEIN_CODING,Tubule,Fat Body,Salivary Gland,2.1826262734622905,3.215928885333539,0.5475374994637455,0.6252500952743902,0.7887446188029441,0.4925659677040892
FBgn0022213,Cse1,Chromosome segregation 1,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.5186228097930216,0.7799709421404161,0.8442887874655004,0.8144426115645077,0.4886408534176214,0.4551820728291317
FBgn0022224,ubl,ubiquitin like,PROTEIN_CODING,Ovary,Fat Body,Tubule,-0.2390036443813455,0.431549958938983,-0.2816510109551673,0.6979496516782774,0.32626651982378857,0.448713506020965
FBgn0022238,lolal,lola like,PROTEIN_CODING,Ovary,Midgut,Fat Body,0.3839517587148084,0.24201462726802592,0.9631095796844896,0.45056847882906426,0.3535690460306872,0.43552025990434073
FBgn0022288,l(2)09851,lethal (2) 09851,PROTEIN_CODING,Ovary,Fat Body,Salivary Gland,0.4059923380984848,0.9166827393867165,0.832412230476441,0.6090658076392085,0.5508765243902439,0.25941343424787133
FBgn0022338,dnk,deoxyribonucleoside kinase,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.7572718465133221,1.9110660797159176,0.7398194002020293,0.882131916523071,0.738078034682081,0.23800112930547712
FBgn0022343,CG3760,NA,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.3499348540454214,1.5889544251663092,0.542102055846611,0.5107219682710407,0.6217187068250898,0.38863287250384027
FBgn0022344,CG10340,NA,PROTEIN_CODING,Hindgut,Fat Body,Ganglion,1.1674033184200938,1.1876555217804932,1.1912900314305588,0.4620872512573802,0.39916191155492153,0.5098664540562089
FBgn0022349,CG1910,NA,PROTEIN_CODING,Tubule,Salivary Gland,Tubule,0.5496311349790594,0.972920429390004,1.3544555214539096,0.47984709026128264,0.48407894736842105,0.46727608674511323
FBgn0022355,Tsf1,Transferrin 1,PROTEIN_CODING,Eye,Fat Body,Eye,2.9099795465039895,0.781857790758645,1.3711070217079333,0.7743376569615014,0.871454384290195,0.7523665723796125
FBgn0022359,Sord2,Sorbitol dehydrogenase 2,PROTEIN_CODING,Ganglion,Salivary Gland,Salivary Gland,2.0848885263302903,1.2874558184870257,1.6761350468736096,0.674702380952381,0.5995732574679943,0.7734943839250438
FBgn0022361,Pur-alpha,Purine-rich binding protein-alpha,PROTEIN_CODING,Ganglion,Tubule,Ganglion,3.1923231071832703,0.8479019765495428,1.8710135406403559,0.6875774306490708,0.3328947368421052,0.6274409044193217
FBgn0022382,Pka-R2,"Protein kinase, cAMP-dependent, regulatory subunit type 2",PROTEIN_CODING,Salivary Gland,Tubule,Brain,2.661220534217983,1.725635541885712,1.3845557237715984,0.6336873235649952,0.5858327237259204,0.475508139870918
FBgn0022699,D19B,D19B,PROTEIN_CODING,Brain,Salivary Gland,Brain,1.199443851593949,0.6147096485969701,1.6987042768272052,0.4935126582278481,0.3341836734693877,0.5133230187381812
FBgn0022700,Cht4,Chitinase 4,PROTEIN_CODING,Midgut,Midgut,Midgut,3.6772316195763106,2.01771047960908,3.301484054235245,0.9422557172557172,0.9904831625183016,0.9120431047036551
FBgn0022702,Cht2,Chitinase 2,PROTEIN_CODING,Ovary,Hindgut,Midgut,0.4927398150261469,0.5097097314190733,0.20780479425322465,0.8218925561797753,0.958634828750603,0.638211382113821
FBgn0022709,Ak1,Adenylate kinase 1,PROTEIN_CODING,Ganglion,Hindgut,Ganglion,2.057665262969893,1.7080356004312174,0.5398085553317071,0.7519591141396934,0.8926294073518379,0.6582391766416825
FBgn0022710,Ac13E,Adenylyl cyclase 13E,PROTEIN_CODING,Tubule,Tubule,Tubule,2.405897103219439,2.999999111015732,1.653384829839675,0.7336456278763971,0.8525528169014085,0.6782088469905728
FBgn0022724,Taf8,TBP-associated factor 8,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.4193504195144752,1.1004297327680834,0.3490740636866713,0.7514925373134328,0.5965292841648591,0.39411027568922297
FBgn0022740,HLH54F,HLH54F,PROTEIN_CODING,Midgut,Midgut,Midgut,1.3479193219693237,2.7104822711968883,1.392314631856876,0.9352678571428572,0.9583333333333334,0.9591836734693878
FBgn0022764,Sin3A,Sin3A,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.14824699331376034,1.484600198434899,0.7321928087394338,0.35918674698795183,0.5430822758902989,0.30207237534188935
FBgn0022768,Pp2C1,Protein phosphatase 2C,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.27441710822320714,1.3493649269990327,0.5112048755309179,0.4757417802726544,0.532967032967033,0.43682111920802974
FBgn0022770,PeriA,Peritrophin A,PROTEIN_CODING,Eye,Fat Body,Eye,1.874464746124579,-2.481573112658002,0.6991328687839923,0.7585227272727273,0.6945020746887967,0.8095238095238094
FBgn0022774,Oat,Ornithine aminotransferase precursor,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.4867040315117728,3.019112796394451,1.6010521128734743,0.7603903286978508,0.9793264248704663,0.7950004401021038
FBgn0022786,Hira,Hira,PROTEIN_CODING,Tubule,Tubule,Tubule,0.7326200375042667,1.3306449357576766,2.247629266205354,0.6864253393665158,0.423407917383821,0.7815264834257402
FBgn0022787,Hel89B,Helicase 89B,PROTEIN_CODING,Brain,Salivary Gland,Eye,0.9162841726825687,1.881749543720735,0.9044866400363628,0.3136557610241821,0.559344030202926,0.3933543254888962
FBgn0022800,Cad96Ca,Cadherin 96Ca,PROTEIN_CODING,Eye,Hindgut,Eye,2.7061475878413956,2.0074942139606575,1.4829624709846883,0.84913112164297,0.9755736491487786,0.8634222919937206
FBgn0022893,Df31,Decondensation factor 31,PROTEIN_CODING,Ovary,Hindgut,Brain,0.6630150019285964,-0.08960294140501184,1.352818066111121,0.8745641952405322,0.6723555796529969,0.4891267982602877
FBgn0022935,D19A,D19A,PROTEIN_CODING,Ovary,Hindgut,Brain,0.36457235175707325,0.336795356518623,1.342488999291721,0.33155339805825246,0.23028391167192422,0.33665768194070084
FBgn0022936,CycH,Cyclin H,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.4388841886760213,1.4787194849026533,0.24685758178540962,0.6988985655737705,0.5431034482758621,0.21322594319626967
FBgn0022942,Cbp80,cap binding protein 80,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.22668969618241594,1.3598395906797682,0.7682087701562237,0.42093522802379385,0.5576248049921997,0.10659819483348891
FBgn0022943,Cbp20,cap binding protein 20,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.22914023956298687,0.8348430628076416,-0.5046117418411,0.5677496038034865,0.5391771019677996,0.28927116342236303
FBgn0022959,yps,ypsilon schachtel,PROTEIN_CODING,Eye,Salivary Gland,Eye,2.4519262254264165,1.0486717101205405,2.208719037824993,0.8000633140376266,0.5677301255230125,0.8219418331130672
FBgn0022960,vimar,visceral mesodermal armadillo-repeats,PROTEIN_CODING,Ovary,Midgut,Brain,0.3593844023181821,0.3069777059099637,1.6639135335514585,0.44511605415860733,0.18194444444444444,0.5014088475626938
FBgn0022981,rpk,ripped pocket,PROTEIN_CODING,Ovary,Fat Body,Salivary Gland,0.61168360273004585,-1.1443857512074656,-1.0223655241426213,0.9563805759457933,0.9078947368421053,0.8348214285714286
FBgn0022984,qkr58E-3,quaking related 58E-3,PROTEIN_CODING,Brain,Tubule,Brain,1.4497882920431555,0.10484702107322248,1.2351918766381764,0.49829756500206357,0.1020900321543409,0.4484887309999418
FBgn0022985,qkr58E-2,quaking related 58E-2,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.33267445321240613,0.9547901486445733,1.2836093402769748,0.35219542362399514,0.24451152579582874,0.4498035609796873
FBgn0022986,qkr58E-1,quaking related 58E-1,PROTEIN_CODING,Brain,Salivary Gland,Brain,0.9576965922274794,0.9055351581245806,1.3084895306693063,0.5259242560865645,0.43984962406015043,0.5613700025464732
FBgn0022987,qkr54B,quaking related 54B,PROTEIN_CODING,Brain,Midgut,Brain,1.651739620434738,-0.10691518409927585,1.8227388641046793,0.6182561307901908,0.24759615384615385,0.6324617661568821
FBgn0023000,mth,methuselah,PROTEIN_CODING,Tubule,Tubule,Tubule,1.460009072050844,0.5419495829110432,1.9066310427712907,0.6396116893514812,0.4245614035087719,0.7095614665708123
FBgn0023001,melt,melted,PROTEIN_CODING,Tubule,Midgut,Tubule,2.9829250040405197,1.3178581872017827,2.5806871346551774,0.8195684523809523,0.7206214689265537,0.8325561678677406
FBgn0023023,CRMP,Collapsin Response Mediator Protein,PROTEIN_CODING,Brain,Hindgut,Brain,3.1690212619681946,0.14355387036278658,2.1434967380249375,0.6403852176636392,0.5765418502202644,0.5836734693877551
FBgn0023076,Clk,Clock,PROTEIN_CODING,Eye,Fat Body,Midgut,2.4542928900440315,2.0544393580659084,0.8162027245601383,0.48496432212028545,0.962962962962963,0.44267598343685294
FBgn0023081,gek,genghis khan,PROTEIN_CODING,Ganglion,Fat Body,Ganglion,0.9483522043375157,0.6238513955016485,1.1706435341774806,0.5333001988071571,0.22226443768996962,0.49041927527983303
FBgn0023083,fray,frayed,PROTEIN_CODING,Hindgut,Salivary Gland,Hindgut,1.0937645049322533,1.1326376855401226,1.0877274742871357,0.49019340779079273,0.3022442084942084,0.43167428403706654
FBgn0023090,dtr,defective transmitter release,PROTEIN_CODING,Eye,Fat Body,Tubule,2.8875003162998216,0.08365780773575134,-3.492766924603082,0.7195945945945946,0.8767605633802817,0.7387755102040815
FBgn0023091,dimm,dimmed,PROTEIN_CODING,Brain,Fat Body,Brain,3.569839093381206,1.1374877854874996,2.3846573700662814,0.856578947368421,0.7954545454545454,0.7370820668693009
FBgn0023094,cyc,cycle,PROTEIN_CODING,Ovary,Midgut,Salivary Gland,0.4193615516239175,0.2679331553436663,1.1667783480743237,0.4430312099187687,0.44279661016949157,0.30146600124766065
FBgn0023095,caps,capricious,PROTEIN_CODING,Hindgut,Midgut,Salivary Gland,2.5369658964247987,1.4033965083658975,0.918217202710812,0.5459965928449745,0.6019765739385066,0.338235294117647
FBgn0023096,btv,beethoven,PROTEIN_CODING,Ganglion,Fat Body,Eye,1.75488115700265,1.2016257068648741,0.19555051415561342,0.5625,0.26086956521739135,0.5895372233400403
FBgn0023097,bon,bonus,PROTEIN_CODING,Brain,Salivary Gland,Brain,0.49133704992790217,1.2264118700867164,1.5780899784015376,0.473630417007359,0.5525876460767947,0.6063145585655817
FBgn0023129,aay,astray,PROTEIN_CODING,Fat Body,Tubule,Fat Body,2.5388187957536443,-0.13526241712251047,1.7181357464497562,0.6757796133357276,0.49550069220119985,0.5995695093891487
FBgn0023130,a6,a6,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.3204626129473256,1.2590865328542566,1.3205974102529934,0.3010670731707317,0.3784246575342466,0.4059040590405904
FBgn0023143,Uba1,Ubiquitin activating enzyme 1,PROTEIN_CODING,Ovary,Salivary Gland,Hindgut,0.2770976978917131,0.8501125775273862,0.6999274687170042,0.3774514095604973,0.2536282936452022,0.2733516483516483
FBgn0023167,SmD3,Small ribonucleoprotein particle protein SmD3,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.06484295210958282,0.15879223546533403,1.182745000415924,0.672962962962963,0.2299295774647887,0.7325023969319272
FBgn0023169,AMPKalpha,AMP-activated protein kinase alpha subunit,PROTEIN_CODING,Tubule,Midgut,Tubule,2.104900146044435,1.3285744939407653,1.524918969502225,0.5168959076243844,0.38746049985636316,0.3912856605598238
FBgn0023170,RpL39,Ribosomal protein L39,PROTEIN_CODING,Tubule,Fat Body,Tubule,-0.194809360423681,0.8374647998528023,-0.006861163373409281,0.6893451577450006,0.43242629209286887,0.6052978866322319
FBgn0023171,rnh1,ribonuclease H1,PROTEIN_CODING,Midgut,Fat Body,Midgut,0.6843385731470363,1.1520029414369728,0.8375167807097085,0.3868679050567595,0.4568965517241379,0.4571428571428572
