species	term	gene
pd	map05211	LOC107070086
pd	map05212	LOC107070086
pd	map05231	LOC107070086
pd	map05416	LOC107070086
pd	map05418	LOC107070086
pd	map03040	LOC107070087
pd	map04350	LOC107070088
pd	map04390	LOC107070088
pd	map00040	LOC107070089
pd	map01100	LOC107070089
pd	map04512	LOC107070092
pd	map04110	LOC107070094
pd	map04111	LOC107070094
pd	map04113	LOC107070094
pd	map04340	LOC107070096
pd	map04341	LOC107070096
pd	map04150	LOC107070098
pd	map00900	LOC107070103
pd	map01110	LOC107070103
pd	map04623	LOC107070106
pd	map04144	LOC107070107
pd	map04350	LOC107070107
pd	map04068	LOC107070112
pd	map04144	LOC107070112
pd	map03013	LOC107070118
pd	map04144	LOC107070122
pd	map04623	LOC107070124
pd	map00510	LOC107070125
pd	map00513	LOC107070125
pd	map01100	LOC107070125
pd	map04141	LOC107070125
pd	map04152	LOC107070127
pd	map04950	LOC107070127
pd	map04015	LOC107070129
pd	map04022	LOC107070129
pd	map04024	LOC107070129
pd	map04062	LOC107070129
pd	map04071	LOC107070129
pd	map04261	LOC107070129
pd	map04360	LOC107070129
pd	map04371	LOC107070129
pd	map04540	LOC107070129
pd	map04611	LOC107070129
pd	map04670	LOC107070129
pd	map04713	LOC107070129
pd	map04723	LOC107070129
pd	map04724	LOC107070129
pd	map04725	LOC107070129
pd	map04726	LOC107070129
pd	map04727	LOC107070129
pd	map04728	LOC107070129
pd	map04730	LOC107070129
pd	map04914	LOC107070129
pd	map04915	LOC107070129
pd	map04916	LOC107070129
pd	map04921	LOC107070129
pd	map04923	LOC107070129
pd	map04924	LOC107070129
pd	map04926	LOC107070129
pd	map04934	LOC107070129
pd	map04971	LOC107070129
pd	map05012	LOC107070129
pd	map05030	LOC107070129
pd	map05032	LOC107070129
pd	map05034	LOC107070129
pd	map05133	LOC107070129
pd	map05142	LOC107070129
pd	map05145	LOC107070129
pd	map05200	LOC107070129
pd	map03008	LOC107070130
pd	map04010	LOC107070130
pd	map04014	LOC107070130
pd	map04510	LOC107070130
pd	map04360	LOC107070133
pd	map04141	LOC107070134
pd	map04141	LOC107070137
pd	map03060	LOC107070138
pd	map00190	LOC107070142
pd	map01100	LOC107070142
pd	map04714	LOC107070142
pd	map04723	LOC107070142
pd	map04932	LOC107070142
pd	map05010	LOC107070142
pd	map05012	LOC107070142
pd	map05016	LOC107070142
pd	map04520	LOC107070148
pd	map03430	LOC107070149
pd	map03460	LOC107070149
pd	map04145	LOC107070153
pd	map04962	LOC107070153
pd	map05132	LOC107070153
pd	map00532	LOC107070154
pd	map00534	LOC107070154
pd	map01100	LOC107070154
pd	map00140	LOC107070163
pd	map00590	LOC107070163
pd	map00591	LOC107070163
pd	map00981	LOC107070163
pd	map01100	LOC107070163
pd	map04212	LOC107070163
pd	map04726	LOC107070163
pd	map04750	LOC107070163
pd	map04913	LOC107070163
pd	map04142	LOC107070164
pd	map04020	LOC107070165
pd	map04080	LOC107070165
pd	map04911	LOC107070165
pd	map04971	LOC107070165
pd	map04972	LOC107070165
pd	map00920	LOC107070168
pd	map01100	LOC107070168
pd	map01120	LOC107070168
pd	map01524	LOC107070168
pd	map02020	LOC107070168
pd	map04115	LOC107070168
pd	map04210	LOC107070168
pd	map04214	LOC107070168
pd	map04215	LOC107070168
pd	map04932	LOC107070168
pd	map05010	LOC107070168
pd	map05012	LOC107070168
pd	map05014	LOC107070168
pd	map05016	LOC107070168
pd	map05134	LOC107070168
pd	map05145	LOC107070168
pd	map05152	LOC107070168
pd	map05161	LOC107070168
pd	map05164	LOC107070168
pd	map05167	LOC107070168
pd	map05168	LOC107070168
pd	map05200	LOC107070168
pd	map05210	LOC107070168
pd	map05222	LOC107070168
pd	map05416	LOC107070168
pd	map00563	LOC107070174
pd	map01100	LOC107070174
pd	map04659	LOC107070175
pd	map04934	LOC107070175
pd	map04141	LOC107070178
pd	map05202	LOC107070186
pd	map04724	LOC107070187
pd	map05014	LOC107070187
pd	map04512	LOC107070189
pd	map05161	LOC107070189
pd	map05205	LOC107070189
pd	map04024	LOC107070190
pd	map04080	LOC107070190
pd	map04934	LOC107070190
pd	map00900	LOC107070193
pd	map01130	LOC107070193
pd	map00900	LOC107070195
pd	map01130	LOC107070195
pd	map00260	LOC107070196
pd	map00270	LOC107070196
pd	map00450	LOC107070196
pd	map01100	LOC107070196
pd	map01130	LOC107070196
pd	map01230	LOC107070196
pd	map00030	LOC107070201
pd	map00480	LOC107070201
pd	map01100	LOC107070201
pd	map01110	LOC107070201
pd	map01120	LOC107070201
pd	map01130	LOC107070201
pd	map01200	LOC107070201
pd	map03460	LOC107070201
pd	map00020	LOC107070204
pd	map00630	LOC107070204
pd	map01100	LOC107070204
pd	map01110	LOC107070204
pd	map01120	LOC107070204
pd	map01130	LOC107070204
pd	map01200	LOC107070204
pd	map01210	LOC107070204
pd	map01230	LOC107070204
pd	map04212	LOC107070212
pd	map04213	LOC107070212
pd	map04950	LOC107070212
pd	map00120	LOC107070214
pd	map01100	LOC107070214
pd	map03320	LOC107070214
pd	map04146	LOC107070214
pd	map04020	LOC107070215
pd	map04024	LOC107070215
pd	map04080	LOC107070215
pd	map04540	LOC107070215
pd	map04728	LOC107070215
pd	map05012	LOC107070215
pd	map05030	LOC107070215
pd	map05031	LOC107070215
pd	map05032	LOC107070215
pd	map05034	LOC107070215
pd	map04146	LOC107070219
pd	map04214	LOC107070219
pd	map04138	LOC107070220
pd	map00600	LOC107070224
pd	map04071	LOC107070224
pd	map03030	LOC107070227
pd	map04721	LOC107070228
pd	map04723	LOC107070228
pd	map04724	LOC107070228
pd	map05033	LOC107070228
pd	map03013	LOC107070230
pd	map04110	LOC107070232
pd	map04111	LOC107070232
pd	map04113	LOC107070232
pd	map04114	LOC107070232
pd	map04120	LOC107070232
pd	map04914	LOC107070232
pd	map05166	LOC107070232
pd	map04120	LOC107070239
pd	map00564	LOC107070240
pd	map04725	LOC107070240
pd	map03018	LOC107070241
pd	map03008	LOC107070242
pd	map04064	LOC107070242
pd	map04137	LOC107070242
pd	map04139	LOC107070242
pd	map04310	LOC107070242
pd	map04520	LOC107070242
pd	map04712	LOC107070242
pd	map05162	LOC107070242
pd	map05168	LOC107070242
pd	map05169	LOC107070242
pd	map04144	LOC107070244
pd	map04145	LOC107070244
pd	map04144	LOC107070246
pd	map04721	LOC107070246
pd	map04961	LOC107070246
pd	map05016	LOC107070246
pd	map03013	LOC107070247
pd	map05231	LOC107070251
pd	map04130	LOC107070253
pd	map04145	LOC107070254
pd	map04151	LOC107070254
pd	map04510	LOC107070254
pd	map04512	LOC107070254
pd	map04514	LOC107070254
pd	map04640	LOC107070254
pd	map04670	LOC107070254
pd	map04672	LOC107070254
pd	map04810	LOC107070254
pd	map04919	LOC107070254
pd	map05100	LOC107070254
pd	map05131	LOC107070254
pd	map05133	LOC107070254
pd	map05140	LOC107070254
pd	map05165	LOC107070254
pd	map05200	LOC107070254
pd	map05205	LOC107070254
pd	map05206	LOC107070254
pd	map05222	LOC107070254
pd	map05410	LOC107070254
pd	map05412	LOC107070254
pd	map05414	LOC107070254
pd	map05418	LOC107070254
pd	map00970	LOC107070258
pd	map00260	LOC107070260
pd	map04010	LOC107070263
pd	map02010	LOC107070265
pd	map04212	LOC107070265
pd	map03008	LOC107070268
pd	map03013	LOC107070268
pd	map00564	LOC107070269
pd	map04010	LOC107070271
pd	map04020	LOC107070271
pd	map04022	LOC107070271
pd	map04114	LOC107070271
pd	map04218	LOC107070271
pd	map04310	LOC107070271
pd	map04360	LOC107070271
pd	map04370	LOC107070271
pd	map04380	LOC107070271
pd	map04650	LOC107070271
pd	map04658	LOC107070271
pd	map04659	LOC107070271
pd	map04660	LOC107070271
pd	map04662	LOC107070271
pd	map04720	LOC107070271
pd	map04724	LOC107070271
pd	map04921	LOC107070271
pd	map04922	LOC107070271
pd	map04924	LOC107070271
pd	map05010	LOC107070271
pd	map05014	LOC107070271
pd	map05031	LOC107070271
pd	map05152	LOC107070271
pd	map05166	LOC107070271
pd	map05167	LOC107070271
pd	map03030	LOC107070274
pd	map03420	LOC107070274
pd	map03430	LOC107070274
pd	map03440	LOC107070280
pd	map03460	LOC107070280
pd	map04110	LOC107070283
pd	map04114	LOC107070283
pd	map04115	LOC107070283
pd	map04218	LOC107070283
pd	map04540	LOC107070283
pd	map04914	LOC107070283
pd	map05168	LOC107070283
pd	map05169	LOC107070283
pd	map05203	LOC107070283
pd	map00564	LOC107070285
pd	map00565	LOC107070285
pd	map00590	LOC107070285
pd	map00591	LOC107070285
pd	map00592	LOC107070285
pd	map01100	LOC107070285
pd	map01110	LOC107070285
pd	map04014	LOC107070285
pd	map04270	LOC107070285
pd	map04972	LOC107070285
pd	map04975	LOC107070285
pd	map04612	LOC107070287
pd	map05152	LOC107070287
pd	map04150	LOC107070289
pd	map04141	LOC107070294
pd	map00310	LOC107070295
pd	map05202	LOC107070295
pd	map05168	LOC107070298
pd	map04137	LOC107070304
pd	map04140	LOC107070304
pd	map04144	LOC107070309
pd	map04360	LOC107070310
pd	map04666	LOC107070310
pd	map04810	LOC107070310
pd	map03013	LOC107070315
pd	map04013	LOC107070316
pd	map04550	LOC107070316
pd	map00480	LOC107070317
pd	map00980	LOC107070317
pd	map00982	LOC107070317
pd	map00983	LOC107070317
pd	map01524	LOC107070317
pd	map05200	LOC107070317
pd	map05204	LOC107070317
pd	map05225	LOC107070317
pd	map05418	LOC107070317
pd	map00780	LOC107070323
pd	map01100	LOC107070323
pd	map00511	LOC107070324
pd	map00513	LOC107070324
pd	map01100	LOC107070324
pd	map03030	LOC107070325
pd	map03420	LOC107070325
pd	map03430	LOC107070325
pd	map03440	LOC107070325
pd	map03460	LOC107070325
pd	map04144	LOC107070333
pd	map04080	LOC107070337
pd	map04723	LOC107070337
pd	map04726	LOC107070337
pd	map04727	LOC107070337
pd	map05032	LOC107070337
pd	map05033	LOC107070337
pd	map04320	LOC107070338
pd	map04390	LOC107070338
pd	map00230	LOC107070339
pd	map04022	LOC107070339
pd	map04934	LOC107070339
pd	map05032	LOC107070339
pd	map00190	LOC107070340
pd	map01100	LOC107070340
pd	map04714	LOC107070340
pd	map04723	LOC107070340
pd	map04932	LOC107070340
pd	map05010	LOC107070340
pd	map05012	LOC107070340
pd	map05016	LOC107070340
pd	map04024	LOC107070346
pd	map04080	LOC107070346
pd	map04713	LOC107070346
pd	map04720	LOC107070346
pd	map04723	LOC107070346
pd	map04724	LOC107070346
pd	map04728	LOC107070346
pd	map04730	LOC107070346
pd	map05014	LOC107070346
pd	map05030	LOC107070346
pd	map05031	LOC107070346
pd	map05033	LOC107070346
pd	map05202	LOC107070346
pd	map03022	LOC107070349
pd	map05169	LOC107070349
pd	map05203	LOC107070349
pd	map00350	LOC107070351
pd	map00790	LOC107070351
pd	map00950	LOC107070351
pd	map01100	LOC107070351
pd	map04728	LOC107070351
pd	map04917	LOC107070351
pd	map05012	LOC107070351
pd	map05030	LOC107070351
pd	map05031	LOC107070351
pd	map05034	LOC107070351
pd	map05164	LOC107070354
pd	map04714	LOC107070355
pd	map05010	LOC107070357
pd	map01521	LOC107070362
pd	map04012	LOC107070362
pd	map04013	LOC107070362
pd	map04014	LOC107070362
pd	map04071	LOC107070362
pd	map04072	LOC107070362
pd	map04380	LOC107070362
pd	map04664	LOC107070362
pd	map04666	LOC107070362
pd	map04722	LOC107070362
pd	map05100	LOC107070362
pd	map05205	LOC107070362
pd	map05211	LOC107070362
pd	map05220	LOC107070362
pd	map05225	LOC107070362
pd	map05226	LOC107070362
pd	map04141	LOC107070365
pd	map05010	LOC107070367
pd	map04550	LOC107070378
pd	map00563	LOC107070379
pd	map01100	LOC107070379
pd	map04068	LOC107070381
pd	map00330	LOC107070384
pd	map00480	LOC107070384
pd	map01100	LOC107070384
pd	map01110	LOC107070384
pd	map01130	LOC107070384
pd	map00330	LOC107070385
pd	map00480	LOC107070385
pd	map01100	LOC107070385
pd	map01110	LOC107070385
pd	map01130	LOC107070385
pd	map00330	LOC107070389
pd	map00480	LOC107070389
pd	map01100	LOC107070389
pd	map01110	LOC107070389
pd	map01130	LOC107070389
pd	map00270	LOC107070391
pd	map00480	LOC107070391
pd	map01100	LOC107070391
pd	map04216	LOC107070391
pd	map04310	LOC107070392
pd	map04138	LOC107070395
pd	map00230	LOC107070399
pd	map00240	LOC107070399
pd	map01100	LOC107070399
pd	map03020	LOC107070399
pd	map04623	LOC107070399
pd	map05016	LOC107070399
pd	map05169	LOC107070399
pd	map05202	LOC107070399
pd	map04110	LOC107070404
pd	map04111	LOC107070404
pd	map04114	LOC107070404
pd	map04120	LOC107070404
pd	map04141	LOC107070404
pd	map04310	LOC107070404
pd	map04341	LOC107070404
pd	map04350	LOC107070404
pd	map04710	LOC107070404
pd	map05168	LOC107070404
pd	map05200	LOC107070404
pd	map00073	LOC107070405
pd	map04146	LOC107070405
pd	map04212	LOC107070405
pd	map00073	LOC107070406
pd	map04146	LOC107070406
pd	map04212	LOC107070406
pd	map00073	LOC107070407
pd	map04146	LOC107070407
pd	map04212	LOC107070407
pd	map03010	LOC107070408
pd	map04024	LOC107070410
pd	map04066	LOC107070410
pd	map04068	LOC107070410
pd	map04110	LOC107070410
pd	map04310	LOC107070410
pd	map04330	LOC107070410
pd	map04350	LOC107070410
pd	map04520	LOC107070410
pd	map04630	LOC107070410
pd	map04720	LOC107070410
pd	map04916	LOC107070410
pd	map04919	LOC107070410
pd	map04922	LOC107070410
pd	map05016	LOC107070410
pd	map05152	LOC107070410
pd	map05161	LOC107070410
pd	map05164	LOC107070410
pd	map05165	LOC107070410
pd	map05166	LOC107070410
pd	map05167	LOC107070410
pd	map05168	LOC107070410
pd	map05169	LOC107070410
pd	map05200	LOC107070410
pd	map05203	LOC107070410
pd	map05206	LOC107070410
pd	map05211	LOC107070410
pd	map05215	LOC107070410
pd	map05206	LOC107070412
pd	map03022	LOC107070413
pd	map03420	LOC107070413
pd	map05203	LOC107070413
pd	map04015	LOC107070416
pd	map04024	LOC107070416
pd	map04144	LOC107070416
pd	map04724	LOC107070417
pd	map03410	LOC107070421
pd	map04210	LOC107070421
pd	map04212	LOC107070421
pd	map04214	LOC107070421
pd	map04217	LOC107070421
pd	map03013	LOC107070422
pd	map04710	LOC107070426
pd	map04145	LOC107070429
pd	map04210	LOC107070429
pd	map04530	LOC107070429
pd	map04540	LOC107070429
pd	map05130	LOC107070429
pd	map04066	LOC107070442
pd	map04120	LOC107070442
pd	map04137	LOC107070442
pd	map04140	LOC107070442
pd	map04212	LOC107070442
pd	map04214	LOC107070442
pd	map04215	LOC107070442
pd	map04659	LOC107070442
pd	map04919	LOC107070442
pd	map05167	LOC107070442
pd	map05200	LOC107070442
pd	map05205	LOC107070442
pd	map05211	LOC107070442
pd	map05230	LOC107070442
pd	map05231	LOC107070442
pd	map03013	LOC107070443
pd	map05202	LOC107070444
pd	map04340	LOC107070445
pd	map04341	LOC107070445
pd	map05200	LOC107070445
pd	map05217	LOC107070445
pd	map03013	LOC107070447
pd	map03013	LOC107070461
pd	map05416	LOC107070461
pd	map03022	LOC107070462
pd	map05169	LOC107070462
pd	map05203	LOC107070462
pd	map00010	LOC107070468
pd	map00020	LOC107070468
pd	map00260	LOC107070468
pd	map00280	LOC107070468
pd	map00620	LOC107070468
pd	map00630	LOC107070468
pd	map00640	LOC107070468
pd	map01100	LOC107070468
pd	map01110	LOC107070468
pd	map01120	LOC107070468
pd	map01130	LOC107070468
pd	map01200	LOC107070468
pd	map04978	LOC107070469
pd	map04015	LOC107070470
pd	map04510	LOC107070470
pd	map04810	LOC107070470
pd	map05100	LOC107070470
pd	map05131	LOC107070470
pd	map00230	LOC107070480
pd	map00240	LOC107070480
pd	map01100	LOC107070480
pd	map03030	LOC107070480
pd	map04013	LOC107070483
pd	map04014	LOC107070483
pd	map04072	LOC107070483
pd	map04360	LOC107070483
pd	map04630	LOC107070483
pd	map04650	LOC107070483
pd	map04670	LOC107070483
pd	map04722	LOC107070483
pd	map04920	LOC107070483
pd	map04931	LOC107070483
pd	map05120	LOC107070483
pd	map05168	LOC107070483
pd	map05205	LOC107070483
pd	map05211	LOC107070483
pd	map05220	LOC107070483
pd	map04391	LOC107070487
pd	map04514	LOC107070487
pd	map05020	LOC107070487
pd	map04974	LOC107070490
pd	map04978	LOC107070490
pd	map04080	LOC107070493
pd	map04972	LOC107070493
pd	map04974	LOC107070493
pd	map05164	LOC107070493
pd	map04080	LOC107070494
pd	map04972	LOC107070494
pd	map04974	LOC107070494
pd	map05164	LOC107070494
pd	map03040	LOC107070495
pd	map05131	LOC107070495
pd	map04520	LOC107070502
pd	map04666	LOC107070502
pd	map04810	LOC107070502
pd	map05100	LOC107070502
pd	map05131	LOC107070502
pd	map05132	LOC107070502
pd	map05231	LOC107070502
pd	map03010	LOC107070505
pd	map05203	LOC107070508
pd	map03010	LOC107070511
pd	map05203	LOC107070511
pd	map00240	LOC107070513
pd	map00410	LOC107070513
pd	map00770	LOC107070513
pd	map00983	LOC107070513
pd	map01100	LOC107070513
pd	map00564	LOC107070516
pd	map00565	LOC107070516
pd	map00590	LOC107070516
pd	map00591	LOC107070516
pd	map00592	LOC107070516
pd	map01100	LOC107070516
pd	map01110	LOC107070516
pd	map04014	LOC107070516
pd	map04270	LOC107070516
pd	map04972	LOC107070516
pd	map04975	LOC107070516
pd	map04714	LOC107070520
pd	map05225	LOC107070520
pd	map04722	LOC107070522
pd	map04910	LOC107070522
pd	map04978	LOC107070524
pd	map03022	LOC107070527
pd	map03420	LOC107070527
pd	map05203	LOC107070527
pd	map00230	LOC107070528
pd	map00240	LOC107070528
pd	map01100	LOC107070528
pd	map03020	LOC107070528
pd	map04623	LOC107070528
pd	map05169	LOC107070528
pd	map04612	LOC107070529
pd	map04014	LOC107070532
pd	map04015	LOC107070532
pd	map04016	LOC107070532
pd	map04020	LOC107070532
pd	map04022	LOC107070532
pd	map04024	LOC107070532
pd	map04070	LOC107070532
pd	map04114	LOC107070532
pd	map04218	LOC107070532
pd	map04261	LOC107070532
pd	map04270	LOC107070532
pd	map04371	LOC107070532
pd	map04626	LOC107070532
pd	map04713	LOC107070532
pd	map04720	LOC107070532
pd	map04722	LOC107070532
pd	map04728	LOC107070532
pd	map04740	LOC107070532
pd	map04744	LOC107070532
pd	map04745	LOC107070532
pd	map04750	LOC107070532
pd	map04910	LOC107070532
pd	map04912	LOC107070532
pd	map04915	LOC107070532
pd	map04916	LOC107070532
pd	map04921	LOC107070532
pd	map04922	LOC107070532
pd	map04924	LOC107070532
pd	map04925	LOC107070532
pd	map04970	LOC107070532
pd	map04971	LOC107070532
pd	map05010	LOC107070532
pd	map05031	LOC107070532
pd	map05034	LOC107070532
pd	map05133	LOC107070532
pd	map05152	LOC107070532
pd	map05167	LOC107070532
pd	map05200	LOC107070532
pd	map05214	LOC107070532
pd	map05418	LOC107070532
pd	map04014	LOC107070534
pd	map04020	LOC107070534
pd	map04024	LOC107070534
pd	map04080	LOC107070534
pd	map04726	LOC107070534
pd	map04742	LOC107070534
pd	map00730	LOC107070536
pd	map00790	LOC107070536
pd	map01100	LOC107070536
pd	map02020	LOC107070536
pd	map03010	LOC107070538
pd	map04144	LOC107070541
pd	map04666	LOC107070541
pd	map03040	LOC107070544
pd	map04360	LOC107070546
pd	map04666	LOC107070546
pd	map04810	LOC107070546
pd	map05133	LOC107070546
pd	map04726	LOC107070547
pd	map05010	LOC107070547
pd	map00230	LOC107070548
pd	map00240	LOC107070548
pd	map00920	LOC107070549
pd	map04120	LOC107070552
pd	map04144	LOC107070552
pd	map04668	LOC107070552
pd	map04932	LOC107070552
pd	map04013	LOC107070553
pd	map03013	LOC107070554
pd	map00330	LOC107070555
pd	map01100	LOC107070555
pd	map01110	LOC107070555
pd	map01230	LOC107070555
pd	map03040	LOC107070556
pd	map00062	LOC107070558
pd	map00071	LOC107070558
pd	map00280	LOC107070558
pd	map01100	LOC107070558
pd	map01110	LOC107070558
pd	map01130	LOC107070558
pd	map01212	LOC107070558
pd	map00040	LOC107070563
pd	map00053	LOC107070563
pd	map00140	LOC107070563
pd	map00830	LOC107070563
pd	map00860	LOC107070563
pd	map00980	LOC107070563
pd	map00982	LOC107070563
pd	map00983	LOC107070563
pd	map01100	LOC107070563
pd	map01110	LOC107070563
pd	map05204	LOC107070563
pd	map00120	LOC107070569
pd	map01100	LOC107070569
pd	map04146	LOC107070569
pd	map00520	LOC107070572
pd	map01100	LOC107070572
pd	map01523	LOC107070584
pd	map02010	LOC107070584
pd	map04024	LOC107070584
pd	map04976	LOC107070584
pd	map00513	LOC107070585
pd	map01100	LOC107070585
pd	map04744	LOC107070590
pd	map00052	LOC107070591
pd	map00500	LOC107070591
pd	map00510	LOC107070591
pd	map01100	LOC107070591
pd	map04141	LOC107070591
pd	map00052	LOC107070594
pd	map00520	LOC107070594
pd	map01100	LOC107070594
pd	map03010	LOC107070598
pd	map04130	LOC107070602
pd	map04140	LOC107070602
pd	map04330	LOC107070603
pd	map05010	LOC107070603
pd	map04120	LOC107070610
pd	map00010	LOC107070614
pd	map00030	LOC107070614
pd	map00051	LOC107070614
pd	map00680	LOC107070614
pd	map00710	LOC107070614
pd	map01100	LOC107070614
pd	map01110	LOC107070614
pd	map01120	LOC107070614
pd	map01130	LOC107070614
pd	map01200	LOC107070614
pd	map01230	LOC107070614
pd	map00010	LOC107070615
pd	map00030	LOC107070615
pd	map00051	LOC107070615
pd	map00680	LOC107070615
pd	map00710	LOC107070615
pd	map01100	LOC107070615
pd	map01110	LOC107070615
pd	map01120	LOC107070615
pd	map01130	LOC107070615
pd	map01200	LOC107070615
pd	map01230	LOC107070615
pd	map03460	LOC107070616
pd	map04212	LOC107070616
pd	map00030	LOC107070619
pd	map00260	LOC107070619
pd	map01100	LOC107070619
pd	map01110	LOC107070619
pd	map01130	LOC107070619
pd	map00500	LOC107070620
pd	map01100	LOC107070620
pd	map01524	LOC107070625
pd	map03420	LOC107070625
pd	map03040	LOC107070627
pd	map03010	LOC107070628
pd	map00561	LOC107070630
pd	map00564	LOC107070630
pd	map01100	LOC107070630
pd	map01110	LOC107070630
pd	map05016	LOC107070633
pd	map05016	LOC107070634
pd	map03010	LOC107070637
pd	map00520	LOC107070640
pd	map03010	LOC107070641
